libqaccessibilityclient-qt5 0.6.0-1
libqalculate 4.9.0-2
libqmi 1.34.0-1
libqrtr-glib 1.2.2-2
libqxp 0.0.2-11
libraqm 0.10.1-1
libratbag 0.17-1
libraw 0.21.2-1
libraw1394 2.1.2-3
libreoffice-fresh 24.2.0-1
librest 0.9.1-2
libretro-beetle-pce 1205-1
libretro-beetle-pce-fast 1236-1
libretro-beetle-psx 2694-1
libretro-beetle-psx-hw 2694-1
libretro-beetle-supergrafx 1002-1
libretro-blastem 2052-2
libretro-bsnes 1:3125-1
libretro-bsnes-hd 53-1
libretro-bsnes2014 1:577-2
libretro-citra 9304-1
libretro-core-info 1.17.0-1
libretro-desmume 6359-1
libretro-dolphin 33042-6
libretro-duckstation 2105-2
libretro-flycast 5957-1
libretro-gambatte 1017-1
libretro-genesis-plus-gx 2102-1
libretro-kronos 7016-2
libretro-mame 89040-1
libretro-melonds 2014-1
libretro-mesen 2903-2
libretro-mesen-s 916-3
libretro-meta 1-7
libretro-mgba 8799-1
libretro-mupen64plus-next 1:454-1
libretro-nestopia 1:109-1
libretro-overlays 263-1
libretro-parallel-n64 5251-1
libretro-picodrive 2363-1
libretro-play 8125-1
libretro-ppsspp 39481-1
libretro-retrodream 1104-2
libretro-sameboy 1720-2
libretro-scummvm 148571-1
libretro-shaders-slang 1403-1
libretro-snes9x 1:2533-1
libretro-stella2014-git 298.8ab051e-1
libretro-yabause 3342-1
librevenge 0.0.5-2
librsvg 2:2.57.1-1
librtmp0 2.4-5
libsamplerate 0.2.2-2
libsasl 2.1.28-4
libseccomp 2.5.5-2
libsecret 0.21.3-1
libshout 1:2.4.6-2
libsigc++-3.0 3.6.0-1
libsixel 1.10.3-5
libslirp 4.7.0-1
libsm 1.2.4-1
libsmbios 2.4.3-6
libsndfile 1.2.2-2
libsodium 1.0.19-2
libsonic 0.2.0-1
libsoup 2.74.3-1
libsoup3 3.4.4-1
libsoxr 0.1.3-3
libspectre 0.2.12-1
libspeechd 0.11.5-1
libsrtp 1:2.5.0-1
libssh 0.10.6-2
libssh2 1.11.0-1
libstaroffice 0.0.7-2
libstemmer 2.2.0-2
libsysprof-capture 45.2-1
libtar 1.2.20-6
libtasn1 4.19.0-1
libteam 1.32-1
libthai 0.1.29-3
libtheora 1.1.1-6
libtiff 4.6.0-2
libtiff4 3.9.7-5
libtirpc 1.3.4-1
libtommath 1.2.1-1
libtool 2.4.7+4+g1ec8fa28-7
libtpms 0.9.6-1
libtraceevent 1:1.8.2-1
libtracefs 1.8.0-1
libudev0-shim 1-4
libunibreak 5.1-1
libunistring 1.1-2
libunwind 1.7.2-1
libupnp 1.14.18-1
liburcu 0.14.0-1
liburing 2.5-1
libusb 1.0.27-1
libusb-compat 0.1.8-1
libusbmuxd 2.0.2-3
libutempter 1.2.1-4
libutf8proc 2.9.0-1
libuv 1.48.0-1
libva 2.20.0-1
libva-utils 2.20.1-1
libvdpau 1.5-2
libverto 0.3.2-4
libvirt 1:10.0.0-3
libvirt-glib 5.0.0-1
libvirt-python 1:10.0.0-1
libvisio 0.1.7-10
libvncserver 0.9.14-2
libvorbis 1.3.7-3
libvpl 2.10.1-1
libvpx 1.14.0-1
libvpx1.3 1.3.0-3
libwacom 2.10.0-1
libwbclient 4.19.4-1
libwebp 1.3.2-1
libwireplumber 0.4.17-1
libwpd 0.10.3-4
libwpe 1.14.2-1
libwps 0.4.14-1
libx11 1.8.7-1
libx86emu 3.5-3
libxau 1.0.11-2
libxaw 1.0.15-1
libxcb 1.16-1
libxcomposite 0.4.6-1
libxcrypt 4.4.36-1
libxcrypt-compat 4.4.36-1
libxcursor 1.2.1-3
libxcvt 0.1.2-1
libxdamage 1.1.6-1
libxdmcp 1.1.4-2
libxdp 1.4.2-1
libxext 1.3.6-1
libxfixes 6.0.1-1
libxfont2 2.0.6-2
libxft 2.3.8-1
libxi 1.8.1-1
libxinerama 1.1.5-1
libxkbcommon 1.6.0-1
libxkbcommon-x11 1.6.0-1
libxkbfile 1.1.3-1
libxml2 2.12.5-1
libxmlb 0.3.15-1
libxmu 1.1.4-1
libxnvctrl 545.29.06-1
libxpm 3.5.17-1
libxpresent 1.0.1-1
libxrandr 1.5.4-1
libxrender 0.9.11-1
libxres 1.2.2-1
libxshmfence 1.3.2-1
libxslt 1.1.39-1
libxss 1.2.4-1
libxt 1.3.0-1
libxtst 1.2.4-1
libxv 1.0.12-1
libxxf86vm 1.1.5-1
libyaml 0.2.5-2
libyuv r2426+464c51a0-1
libzip 1.10.1-1
libzmf 0.0.2-15
licenses 20240206-1
lilv 0.24.24-1
linux-api-headers 6.7-1
linux-firmware 20240115.9b6d0b08-2
linux-firmware-whence 20240115.9b6d0b08-2
linux-wifi-hotspot 4.7.1-1
linux-zen 6.7.4.zen1-1
linux-zen-headers 6.7.4.zen1-1
linuxconsole 1.8.1-1
lirc 1:0.10.2-3
llvm-libs 16.0.6-1
lm_sensors 1:3.6.0.r41.g31d1f125-2
lmdb 0.9.31-1
logrotate 3.21.0-2
love 11.5-1
lpsolve 5.5.2.11-2
lrzip 0.651-2
lsb-release 2.0.r53.a86f885-1
lskat 23.08.4-1
lsof 4.99.0-1
lua 5.4.6-3
luajit 2.1.1702233742-1
lutris 0.5.16-1
lv2 1.18.10-1
lvm2 2.03.23-1
lz4 1:1.9.4-2
lzip 1.24-1
lzo 2.10-5
lzop 1.04-3
m4 1.4.19-3
mailcap 2.1.54-1
make 4.4.1-2
man-db 2.12.0-1
man-pages 6.05.01-2
mangohud 0.7.1-1
mari0 1.6.2-3
mariadb-libs 11.2.3-1
mbedtls 3.5.1-1
mbedtls2 2.28.7-1
md4c 0.5.2-1
mdadm 4.2-2
media-player-info 24-2
memtest86+ 7.00-1
mercurial 6.6.2-1
mesa 1:23.3.5-1
mesa-demos 9.0.0-3
mesa-utils 9.0.0-3
mhwd-amdgpu 19.1.0-1
mhwd-ati 19.1.0-1
mhwd-db-garuda 2:1.1.6-1
mhwd-garuda 1.1.4-2
mhwd-nvidia 525.60.11-1
mhwd-nvidia-390xx 390.143-1
mhwd-nvidia-470xx 470.94-1
micro 2.0.13-1
milou 5.27.10-1
minecraft-launcher 1:1.0.1221-1.4
minetest 5.8.0-2
minetest-common 5.8.0-2
minetest-server 5.8.0-2
minigalaxy 1.2.6-1
minizip 1:1.3.1-1
mjpegtools 2.2.1-2
mlocate 0.26.git.20170220-7
mobile-broadband-provider-info 20230416-1
modem-manager-gui 0.0.20-2
modemmanager 1.22.0-1
modemmanager-qt5 5.115.0-1
mpfr 4.2.1-2
mpg123 1.32.4-1
mpv 1:0.37.0-2
mtdev 1.1.6-2
mtools 1:4.0.43-1
mujs 1.3.4-1
mumble 1.5.517-6
nano 7.2-1
ncurses 6.4_20230520-1
ndctl 78-1
neon 0.33.0-1
net-tools 2.10-2
nettle 3.9.1-1
network-manager-sstp 1.3.2-1
networkmanager 1.44.2-3
networkmanager-l2tp 1.20.10-1
networkmanager-openconnect 1.2.10-1
networkmanager-openvpn 1.10.2-3
networkmanager-pptp 1.2.12-3
networkmanager-qt5 5.115.0-1
networkmanager-strongswan 1.6.0-1
networkmanager-support 1-7
networkmanager-vpnc 1.2.8-3
nextcloud-client 2:3.11.1-1
nfs-utils 2.6.4-1
nfsidmap 2.6.4-1
nftables 1:1.0.9-1
nilfs-utils 2.2.9-2
nm-cloud-setup 1.44.2-3
nmap 7.94-2
noto-color-emoji-fontconfig 1.0.0-1
noto-fonts 1:24.2.1-1
noto-fonts-cjk 20230817-1
noto-fonts-emoji 1:2.042-1
npth 1.6-4
nspr 4.35-2
nss 3.97-1
nss-mdns 0.15.1-1
ntfs-3g 2022.10.3-1
numactl 2.0.18-1
nvidia-dkms 545.29.06-3
nvidia-settings 545.29.06-1
nvidia-utils 545.29.06-3
oath-toolkit 2.6.11-1
obs-studio 30.0.2-3
ocl-icd 2.3.2-1
octopi 0.15.0-1
okular 23.08.4-1
oniguruma 6.9.9-1
openal 1.23.1-1
opencl-nvidia 545.29.06-3
openconnect 1:9.12-1
opencore-amr 0.1.6-1
openexr 3.2.1-1
openjpeg2 2.5.0-3
openldap 2.6.6-2
openmpi 5.0.1-2
openpmix 4.2.8-1
openresolv 3.13.2-2
openrgb 0.9-2
openssh 9.6p1-1
openssl 3.2.1-1
openssl-1.1 1.1.1.w-1
openvpn 2.6.8-1
opus 1.4-1
opusfile 0.12-3
orc 0.4.37-1
os-prober-btrfs 1.79-5.1
osinfo-db 20231215-1
oxygen-sounds 5.27.10-1
p11-kit 0.25.3-1
p7zip 1:17.05-2
pace 1.4.2-1.3
packagekit 1.2.8-2
packagekit-qt5 1.1.1-1
pacman 6.0.2-9
pacman-contrib 1.10.4-1
pacman-mirrorlist 20231001-1
pahole 1:1.25-4
palapeli 23.08.4-1
pam 1.6.0-3
pamac-aur 11.7.1-2
pambase 20230918-1
pango 1:1.51.1-1
parted 3.6-1
partitionmanager 23.08.4-1
paru 2.0.1-1
passim 0.1.5-1
patch 2.7.6-10
patool 2.1.1-1
pcaudiolib 1.2-2
pciutils 3.10.0-1
pcre 8.45-4
pcre2 10.42-2
pcsclite 2.0.1-1
pdftk 3.3.3-3
performance-tweaks 2.2.0-1
perl 5.38.1-1
perl-clone 0.46-2
perl-encode-locale 1.05-11
perl-error 0.17029-5
perl-file-basedir 0.09-3
perl-file-desktopentry 0.22-11
perl-file-listing 6.16-2
perl-file-mimeinfo 0.34-1
perl-html-parser 3.81-2
perl-html-tagset 3.20-14
perl-http-cookiejar 0.014-1
perl-http-cookies 6.11-1
perl-http-daemon 6.16-2
perl-http-date 6.06-1
perl-http-message 6.45-1
perl-http-negotiate 6.01-12
perl-io-html 1.004-4
perl-ipc-system-simple 1.30-5
perl-libwww 6.72-1
perl-lwp-mediatypes 6.04-4
perl-mailtools 2.21-7
perl-net-http 6.23-2
perl-timedate 2.33-5
perl-try-tiny 0.31-3
perl-uri 5.21-1
perl-www-robotrules 6.02-12
perl-xml-parser 2.46-5
perl-xml-writer 0.900-2
phodav 3.0-2
phonon-qt5 4.12.0-3
phonon-qt5-gstreamer 4.10.0-4
picmi 23.08.4-1
pinentry 1.2.1-3
piper 0.7-2
pipewire 1:1.0.3-1
pipewire-alsa 1:1.0.3-1
pipewire-audio 1:1.0.3-1
pipewire-jack 1:1.0.3-1
pipewire-pulse 1:1.0.3-1
pipewire-support 1-16
pipewire-v4l2 1:1.0.3-1
pipewire-x11-bell 1:1.0.3-1
pipewire-zeroconf 1:1.0.3-1
pixman 0.43.2-1
pkcs11-helper 1.30.0-1
pkgconf 2.1.0-2
pkgfile 21-2
plasma-browser-integration 5.27.10-1
plasma-desktop 5.27.10-1
plasma-firewall 5.27.10-1
plasma-framework5 5.115.0-1
plasma-integration 5.27.10-1
plasma-nm 5.27.10-1
plasma-pa 5.27.10-1
plasma-systemmonitor 5.27.10-1
plasma-thunderbolt 5.27.10-1
plasma-wayland-session 5.27.10-2
plasma-workspace 5.27.10-2
plasma5-applets-betterinlineclock-git r24.bbad71b-1.3
plasma5-applets-eventcalendar 76-1.4
plasma5-applets-window-appmenu 0.8.0-2
plasma5-applets-window-buttons 0.11.1-2
plasma5-applets-window-title 0.7.1-2.4
plasma5-themes-sweet-full-git r355.e4af2d5-1
plasma5-themes-sweet-kde-git r27.fd0710a-1
plasma5-wallpapers-blurredwallpaper 2.2-1.1
poco 1.12.5p1-1
polkit 124-2
polkit-kde-agent 5.27.10-1
polkit-qt5 0.175.0-1
poppler 24.01.0-1
poppler-data 0.4.12-1
poppler-qt5 24.01.0-1
popt 1.19-1
portaudio 1:19.7.0-2
postgresql-libs 16.1-5
power-profiles-daemon 0.13-1
powerdevil 5.27.10-2
powertop 2.15-1
ppp 2.5.0-3
ppsspp-assets 1.16.6-1
pptpclient 1.10.0-3
preload 0.6.4-9
prison5 5.115.0-1
procps-ng 4.0.4-2
profile-sync-daemon 1:6.50-1
protobuf 25.2-1
protobuf-c 1.5.0-1
proton-ge-custom 2:GE.Proton8.31-1
protontricks-git 1.11.0.r7.g28b8213-1
prrte 3.0.3-2
psmisc 23.6-1
pugixml 1.14-1
pulseaudio-qt 1.4.0-1
purpose5 5.115.0-1
pyside2 5.15.12-1
python 3.11.7-1
python-annotated-types 0.6.0-1
python-async-timeout 4.0.3-1
python-attrs 23.1.0-1
python-autocommand 2.2.2-4
python-automat 22.10.0-3
python-beautifulsoup4 4.12.2-1
python-cairo 1.25.1-1
python-cairocffi 1.6.1-1
python-cairosvg 2.7.1-2
python-capng 0.8.4-1
python-certifi 2024.02.02-1
python-cffi 1.16.0-1
python-chardet 5.2.0-1
python-charset-normalizer 3.3.2-1
python-click 8.1.7-1
python-colorama 0.4.6-2
python-coloredlogs 15.0.1-4
python-constantly 15.1.0-14
python-contourpy 1.2.0-1
python-cssselect2 0.7.0-3
python-cycler 0.12.1-1
python-dateutil 2.8.2-6
python-defusedxml 0.7.1-5
python-distro 1.9.0-1
python-evdev 1.6.1-2
python-fastjsonschema 2.19.1-1
python-fonttools 4.48.1-1
python-gobject 3.46.0-1
python-humanfriendly 10.0-6
python-hyperlink 21.0.0-5
python-idna 3.6-1
python-ifaddr 0.2.0-3
python-incremental 22.10.0-3
python-inflect 7.0.0-2
python-injector 0.21.0-1
python-jaraco.context 4.3.0-3
python-jaraco.functools 4.0.0-1
python-jaraco.text 3.12.0-1
python-kiwisolver 1.4.5-1
python-lxml 4.9.2-3
python-mako 1.3.0-1
python-markdown 3.5.1-1
python-markupsafe 2.1.4-1
python-matplotlib 3.8.2-1
python-moddb 0.10.0-1
python-more-itertools 10.1.0-1
python-netifaces 0.11.0-4
python-numpy 1.26.3-1
python-ordered-set 4.1.0-4
python-orjson 3.9.13-1
python-packaging 23.2-1
python-pathvalidate 3.2.0-1
python-peewee 3.17.0-1
python-pefile 2023.2.7-1
python-pillow 10.2.0-1
python-platformdirs 4.1.0-1
python-ply 3.11-12
python-psutil 5.9.8-1
python-py3nvml 0.2.7-1.3
python-pycparser 2.21-5
python-pycurl 7.45.2-3
python-pydantic 2.6.1-1
python-pydantic-core 1:2.16.2-1
python-pynput 1.7.6-2.3
python-pyparsing 3.1.1-1
python-pyqt5 5.15.10-1
python-pyqt5-sip 12.13.0-1
python-pyrate-limiter 3.2.0-1
python-pyxdg 0.28-2
python-qtpy 2.4.0-1
python-reactivex 4.0.4-3
python-requests 2.31.0-1
python-send2trash 1.8.2-1
python-setuptools 1:69.0.3-1
python-shiboken2 5.15.12-1
python-six 1.16.0-8
python-soupsieve 2.5-1
python-steamgriddb 1.0.5-2
python-tinycss2 1.2.1-2
python-tomli 2.0.1-3
python-toolz 0.12.1-1
python-trove-classifiers 2024.1.31-1
python-twisted 22.10.0-3
python-typing_extensions 4.9.0-1
python-urllib3 1.26.18-1
python-validate-pyproject 0.13-1
python-vdf 3.4-2.4
python-webencodings 0.5.1-10
python-wxpython 1:4.2.1-1
python-xlib 0.33-2
python-yaml 6.0.1-2
python-zeroconf 0.63.0-1
python-zope-interface 6.1-1
qca-qt5 2.3.8-1
qemu-audio-alsa 8.2.1-2
qemu-audio-dbus 8.2.1-2
qemu-audio-jack 8.2.1-2
qemu-audio-oss 8.2.1-2
qemu-audio-pa 8.2.1-2
qemu-audio-pipewire 8.2.1-2
qemu-audio-sdl 8.2.1-2
qemu-audio-spice 8.2.1-2
qemu-base 8.2.1-2
qemu-block-curl 8.2.1-2
qemu-block-dmg 8.2.1-2
qemu-block-nfs 8.2.1-2
qemu-block-ssh 8.2.1-2
qemu-chardev-spice 8.2.1-2
qemu-common 8.2.1-2
qemu-desktop 8.2.1-2
qemu-hw-display-qxl 8.2.1-2
qemu-hw-display-virtio-gpu 8.2.1-2
qemu-hw-display-virtio-gpu-gl 8.2.1-2
qemu-hw-display-virtio-gpu-pci 8.2.1-2
qemu-hw-display-virtio-gpu-pci-gl 8.2.1-2
qemu-hw-display-virtio-vga 8.2.1-2
qemu-hw-display-virtio-vga-gl 8.2.1-2
qemu-hw-usb-host 8.2.1-2
qemu-hw-usb-redirect 8.2.1-2
qemu-hw-usb-smartcard 8.2.1-2
qemu-img 8.2.1-2
qemu-system-x86 8.2.1-2
qemu-system-x86-firmware 8.2.1-2
qemu-ui-curses 8.2.1-2
qemu-ui-dbus 8.2.1-2
qemu-ui-egl-headless 8.2.1-2
qemu-ui-gtk 8.2.1-2
qemu-ui-opengl 8.2.1-2
qemu-ui-sdl 8.2.1-2
qemu-ui-spice-app 8.2.1-2
qemu-ui-spice-core 8.2.1-2
qemu-vhost-user-gpu 8.2.1-2
qgpgme-qt5 1.23.2-1
qhull 2020.2-4
qpdf 11.8.0-1
qqc2-desktop-style5 5.115.0-1
qrencode 4.1.1-2
qt5-base 5.15.12+kde+r150-1
qt5-charts 5.15.12-1
qt5-declarative 5.15.12+kde+r31-1
qt5-graphicaleffects 5.15.12-1
qt5-imageformats 5.15.12+kde+r10-1
qt5-location 5.15.12+kde+r6-1
qt5-multimedia 5.15.12+kde+r2-1
qt5-quickcontrols 5.15.12-1
qt5-quickcontrols2 5.15.12+kde+r5-1
qt5-sensors 5.15.12-1
qt5-speech 5.15.12+kde+r1-1
qt5-svg 5.15.12+kde+r6-1
qt5-tools 5.15.12+kde+r4-1
qt5-translations 5.15.12-1
qt5-wayland 5.15.12+kde+r61-1
qt5-webchannel 5.15.12+kde+r3-1
qt5-webengine 5.15.16-3
qt5-websockets 5.15.12+kde+r2-1
qt5-webview 5.15.12-1
qt5-x11extras 5.15.12-1
qt5-xmlpatterns 5.15.12-1
qt5pas 1:1.2.15-1
qt6-base 6.6.1-3
qt6-declarative 6.6.1-1
qt6-imageformats 6.6.1-1
qt6-svg 6.6.1-1
qt6-translations 6.6.1-1
qt6-wayland 6.6.1-1
qtermwidget 1.4.0-1
qtkeychain-qt5 0.14.2-1
quazip-qt5 1.4-1
quota-tools 1:4.09-1
radvd 2.19-1
raptor 2.0.16-4
rasqal 1:0.9.33-6
rate-mirrors 0.17.1-1
rav1e 0.7.1-1
readline 8.2.010-1
realtime-privileges 4-2
redland 1:1.0.17-8
reflector 2023-1
reflector-simple 3.3-1
reiserfsprogs 3.6.27-4
reshade-shaders-git r47.ddb0139-1
resvg 0.38.0-1
retroarch 1.17.0-1
retroarch-assets-glui 1:495-1
retroarch-assets-ozone 1:495-1
retroarch-assets-xmb 1:495-1
retroarch-autoconfig-udev-git r2274.9999374-1
rnnoise 0.4.1-1
rp-pppoe 4.0-1
rpcbind 1.2.6-3
rsync 3.2.7-6
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
rubberband 3.3.0-1
ruby 3.0.6-1
ruby-abbrev 0.1.0-4
ruby-base64 0.1.1-4
ruby-benchmark 0.2.0-4
ruby-bigdecimal 3.1.2-4
ruby-bundledgems 3.0.6-1
ruby-bundler 2.5.4-1
ruby-cgi 0.3.6-1
ruby-csv 3.2.5-4
ruby-date 3.2.2-4
ruby-delegate 0.2.0-4
ruby-did_you_mean 1.6.1-4
ruby-digest 3.1.1-1
ruby-drb 2.1.0-5
ruby-english 0.7.1-5
ruby-erb 4.0.2-2
ruby-etc 1.3.0-6
ruby-fcntl 1.0.1-4
ruby-fiddle 1.1.0-4
ruby-fileutils 1.6.0-4
ruby-find 0.1.1-4
ruby-forwardable 1.3.2-6
ruby-getoptlong 0.1.1-3
ruby-io-console 0.5.11-3
ruby-io-nonblock 0.1.0-3
ruby-io-wait 0.2.3-4
ruby-ipaddr 1.2.4-3
ruby-irb 1.4.2-1
ruby-json 2.7.1-1
ruby-logger 1.5.1-3
ruby-minitest 5.20.0-1
ruby-mutex_m 0.1.1-3
ruby-net-http 0.2.2-2
ruby-open-uri 0.2.0-3
ruby-power_assert 2.0.3-1
ruby-psych 4.0.6-1
ruby-racc 1.6.0-3
ruby-rake 13.0.6-1
ruby-rdoc 6.4.0-4
ruby-reline 0.3.1-2
ruby-rexml 3.2.6-1
ruby-ruby2_keywords 0.0.5-1
ruby-stdlib 3.0.6-1
ruby-stringio 3.0.2-4
ruby-test-unit 3.6.1-1
ruby-time 0.2.0-4
ruby-tmpdir 0.1.2-3
ruby-uri 0.12.1-1
rubygems 3.3.25-1
sbc 2.0-1
scrcpy 2.3.1-1
sddm 0.20.0-4
sddm-kcm 5.27.10-1
sdl12-compat 1.2.68-1
sdl2 2.30.0-1
sdl2_image 2.8.2-2
sdl2_mixer 2.8.0-1
sdl2_ttf 2.22.0-1
sdl_image 1.2.12-8
sdl_mixer 1.2.12-12
sdl_net 1.2.8-5
sdl_sound 1.0.3-11
sdl_ttf 2.0.11-6
seabios 1.16.3-1
sed 4.9-3
serd 0.32.2-1
serf 1.3.10-1
sfml 2.6.1-1
shaderc 2023.7-2
shadow 4.14.3-1
shared-mime-info 2.4-1
signon-kwallet-extension 23.08.4-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-3
signond 8.61-1
slang 2.3.3-2
smartmontools 7.4-1
smbclient 4.19.4-1
snap-pac 3.0.1-2
snapper 0.10.7-1
snapper-support 1.1.2-3
snapper-tools 1.1.3-1.2
snappy 1.1.10-1
socat 1.7.4.4-1
sof-firmware 2023.12-1
solid5 5.115.0-1
sonnet5 5.115.0-1
sord 0.16.16-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.2-1
spandsp 0.0.6-5
spatialindex 1.9.3-1
spectacle 23.08.4-1
speex 1.2.1-1
speexdsp 1.2.1-1
spice 0.15.2-1
spice-gtk 0.42-3
spice-protocol 0.14.4-1
spirv-tools 2023.5-1
sqlite 3.45.1-1
squashfuse 0.5.0-1
sratom 0.6.16-1
srt 1.5.3-1
sshfs 3.7.3-1
sstp-client 1:1.0.19-1
starship 1.17.1-1
steam 1.0.0.78-2
steam-native-runtime 1.0.0.75-3
steamtinkerlaunch 12.12-1.2
stoken 0.92-4
strongswan 5.9.13-1
subversion 1.14.2-13
sudo 1.9.15.p5-1
svt-av1 1.8.0-1
svt-hevc 1.5.1-2
syndication5 5.115.0-1
syntax-highlighting5 5.115.0-1
systemd 255.3-1
systemd-libs 255.3-1
systemd-oomd-defaults 253.5-1
systemd-sysvcompat 255.3-1
systemsettings 5.27.10-1
taglib 2.0-1
talloc 2.4.1-1
tar 1.35-2
tcl 8.6.13-1
tdb 1.4.9-1
tealdeer 1.6.1-1
teeworlds 0.7.5-2
telegram-desktop 4.14.15-1
terminus-font 4.49.1-6
tevent 1:0.15.0-1
texinfo 7.1-2
thin-provisioning-tools 1.0.11-1
threadweaver5 5.115.0-1
thunderbird 115.7.0-2
timidity++ 2.15.0-10
tpm2-tss 4.0.1-1
traceroute 2.1.5-1
tracker3 3.6.0-3
tslib 1.22-1
ttf-dejavu 2.37+18+g9b5d1b2f-6
ttf-fantasque-sans-mono 1.8.0-2
ttf-fira-sans 1:4.301-2
ttf-firacode-nerd 3.1.1-1
ttf-hack 3.003-6
ttf-liberation 2.1.5-1
ttf-opensans 1.101-2
twolame 0.4.0-3
tzdata 2024a-1
uchardet 0.0.8-2
udisks2 2.10.1-2
ugrep 4.5.2-1
unace 2.5-11
unarchiver 1.10.8-1
unarj 2.65-1
unixodbc 2.3.12-1
unrar 1:6.2.12-1
unzip 6.0-20
update-grub 0.0.1-8
upower 1.90.2-1
usb_modeswitch 2.6.1-3
usbmuxd 1.1.1-3
usbredir 0.13.0-1
usbutils 017-1
util-linux 2.39.3-1
util-linux-libs 2.39.3-1
v4l-utils 1.26.1-1
vapoursynth R65-1
vde2 2.3.3-5
vdpauinfo 1.5-1
vi 1:070224-6
vid.stab 1.1.1-1
vim-runtime 9.1.0080-1
virglrenderer 0.10.4-1
virt-install 4.1.0-2
virt-manager 4.1.0-2
virt-manager-meta 5-4
virt-viewer 11.0-2
virtiofsd 1.10.1-1
virtualbox 7.0.14-2
virtualbox-ext-oracle 7.0.14-1
virtualbox-ext-vnc 7.0.14-2
virtualbox-guest-iso 7.0.14-1
virtualbox-host-dkms 7.0.14-2
virtualbox-meta 2-3
virtualbox-sdk 7.0.14-2
vkbasalt 0.3.2.10-1
vkbasalt-cli 3.1.1-2
vkd3d 1.10-1
vlc 3.0.20-7
vmaf 3.0.0-1
volume_key 0.3.12-8
vpnc 1:0.5.3.r526.r213-1
vte-common 0.74.2-1
vte3 0.74.2-1
vulkan-headers 1:1.3.276-1
vulkan-icd-loader 1.3.276-1
vulkan-tools 1.3.269-1
wavpack 5.6.0-1
wayland 1.22.0-1
wayland-protocols 1.33-1
wayland-utils 1.2.0-1
webkit2gtk 2.42.5-1
webkit2gtk-4.1 2.42.5-1
webrtc-audio-processing 0.3.1-4
webrtc-audio-processing-1 1.3-2
wget 1.21.4-1
which 2.21-6
whois 5.5.20-1
wildmidi 0.4.5-2
wine-gecko 2.47.4-1
wine-installer 5.0.3-2.4
wine-meta 1-5
wine-mono 8.1.0-1
wine-nine 0.9-1
wine-staging 8.21-1
wineasio 1.2.0-3
winetricks 20240105-1
wireguard-tools 1.0.20210914-1
wireless-regdb 2024.01.23-1
wireless_tools 30.pre9-3
wireplumber 0.4.17-1
woff2 1.0.2-4
wolfssl 5.6.6-1
wpa_supplicant 2:2.10-8
wpebackend-fdo 1.14.2-1
wqy-zenhei 0.9.45-9
wxwidgets-common 3.2.4-3
wxwidgets-gtk3 3.2.4-3
x264 3:0.164.r3108.31e19f9-1
x265 3.5-3
xcb-proto 1.16.0-1
xcb-util 0.4.1-1
xcb-util-cursor 0.1.5-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xdg-dbus-proxy 0.1.5-1
xdg-desktop-portal 1.18.2-1
xdg-desktop-portal-kde 5.27.10-1
xdg-user-dirs 0.18-1
xdg-utils 1.2.1-1
xdotool 3.20211022.1-1
xf86-input-elographics 1.4.3-1
xf86-input-evdev 2.10.6-3
xf86-input-libinput 1.4.0-1
xf86-input-void 1.4.2-1
xf86-input-wacom 1.2.0-1
xfsprogs 6.6.0-1
xkeyboard-config 2.41-1
xl2tpd 1.3.18-1
xmlsec 1.2.39-1
xorg-fonts-encodings 1.0.7-1
xorg-server 21.1.11-1
xorg-server-common 21.1.11-1
xorg-setxkbmap 1.3.4-1
xorg-xauth 1.1.2-1
xorg-xdpyinfo 1.3.4-1
xorg-xhost 1.0.9-1
xorg-xinit 1.4.2-1
xorg-xinput 1.6.4-1
xorg-xkbcomp 1.4.7-1
xorg-xmessage 1.0.6-1
xorg-xmodmap 1.0.11-1
xorg-xprop 1.2.7-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.2-1
xorg-xset 1.2.5-1
xorg-xsetroot 1.1.3-1
xorg-xwayland 23.2.4-2
xorg-xwininfo 1.1.6-1
xorgproto 2023.2-1
xsel 1.2.1-1
xvidcore 1.3.7-2
xxhash 0.8.2-1
xz 5.4.6-1
yad 13.0-2
yajl 2.1.0-5
zbar 0.23.90-3
zdummy-vlkdrv 0.1-1
zenity 4.0.1-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.4.2-2
zlib 1:1.3.1-1
zram-generator 1.1.2-1
zstd 1.5.5-1
zvbi 0.2.42-1
zxing-cpp 2.2.1-1
